TRM WS=0, MS=2, TRMstep=1: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=75, lr=1.000000, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=1 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
1.786339e-01, 1.786339e-01, 2.883858e-04, 7.808869e-04, 0, 1.761317e-01, 7.648492e-04, 6.680403e-04, 7.302594e-01, 1.026246e-03, 7.203379e-01, -0.215057, 1.000000e+00, 1, 0.736457, 1.045367e-03, 0.306011, 0.000000 
3.399777e-01, 1.613438e-01, 1.475462e-04, 4.916263e-04, 0, 1.593773e-01, 8.721556e-04, 4.551772e-04, 5.799653e-01, 9.022694e-04, 6.213377e-01, -0.184356, 1.000000e+00, 1, 0.574214, 9.278917e-04, 0.000000, 0.000000 
5.213647e-01, 1.813871e-01, 2.041153e-04, 6.797040e-04, 0, 1.790535e-01, 9.844190e-04, 4.653829e-04, 4.723921e-01, 5.658255e-04, 6.578926e-01, -0.113923, 1.000000e+00, 1, 0.469704, 5.901891e-04, 0.000000, 0.000000 
6.867119e-01, 1.653471e-01, 1.277179e-04, 7.216934e-04, 0, 1.631514e-01, 8.228763e-04, 5.234100e-04, 4.074809e-01, 2.522448e-04, 3.771434e-01, -0.078115, 1.000000e+00, 1, 0.414357, 2.634663e-04, 0.000000, 0.000000 
8.490550e-01, 1.623431e-01, 1.335497e-04, 5.767716e-04, 0, 1.602748e-01, 9.549681e-04, 4.029819e-04, 3.750088e-01, 1.628136e-04, 6.242665e-01, -0.054649, 1.000000e+00, 1, 0.378401, 1.559772e-04, 0.000000, 0.000000 
1.026508e+00, 1.774532e-01, 1.347161e-04, 5.528609e-04, 0, 1.750968e-01, 1.044196e-03, 6.245929e-04, 3.406794e-01, 1.906592e-04, 9.258692e-01, -0.051042, 2.000000e+00, 1, 0.336449, 1.980873e-04, 0.000000, 0.000000 
1.226754e+00, 2.002459e-01, 2.023658e-04, 6.971996e-04, 0, 1.978583e-01, 1.071022e-03, 4.169784e-04, 2.947609e-01, 1.226428e-04, 3.545174e-01, -0.112740, 2.000000e+00, 1, 0.272784, 1.475566e-04, 0.000000, 0.000000 
1.390361e+00, 1.636075e-01, 2.898437e-04, 5.931008e-04, 0, 1.614715e-01, 9.777124e-04, 2.752641e-04, 2.618993e-01, 2.492437e-04, 1.813467e-01, -0.124251, 1.000000e+00, 1, 0.205456, 2.304228e-04, 0.000000, 0.000000 
1.554480e+00, 1.641189e-01, 1.761224e-04, 7.009903e-04, 0, 1.617873e-01, 1.118844e-03, 3.356239e-04, 2.618993e-01, 2.492437e-04, 5.966402e-01, -0.056038, 1.000000e+00, 1, 0.236844, 2.503371e-04, 0.000000, 0.000000 
1.731467e+00, 1.769866e-01, 2.309419e-04, 6.135123e-04, 0, 1.744594e-01, 1.099015e-03, 5.837698e-04, 2.325473e-01, 1.113850e-04, 8.975083e-01, -0.029622, 2.000000e+00, 1, 0.227431, 1.009413e-04, 0.000000, 0.000000 
