TRM WS=0, MS=1, TRMstep=0: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=0, lr=0.000010, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=1 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
7.967729e-02, 7.967729e-02, 4.665493e-06, 1.904104e-04, 0, 7.927168e-02, 1.659166e-04, 4.461378e-05, 7.302594e-01, 1.026246e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.698759, 1.545770e-03, 0.284153, 0.000000 
1.515101e-01, 7.183284e-02, 3.790713e-06, 1.367573e-04, 0, 7.165964e-02, 3.149208e-05, 1.166373e-06, 7.302570e-01, 1.026242e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.711630, 1.520293e-03, 0.000000, 0.000000 
2.281936e-01, 7.668350e-02, 5.248680e-06, 2.184034e-04, 0, 7.643390e-02, 2.507702e-05, 8.747799e-07, 7.302548e-01, 1.026238e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.727351, 1.518318e-03, 0.000000, 0.000000 
3.051713e-01, 7.697772e-02, 3.499120e-06, 3.198779e-04, 0, 7.662022e-02, 3.295004e-05, 1.166373e-06, 7.302520e-01, 1.026234e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.731159, 1.512991e-03, 0.000000, 0.000000 
3.779058e-01, 7.273445e-02, 3.499120e-06, 1.178037e-04, 0, 7.258195e-02, 3.003411e-05, 1.166373e-06, 7.302491e-01, 1.026229e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.699379, 1.542842e-03, 0.000000, 0.000000 
4.471907e-01, 6.928490e-02, 4.373900e-06, 2.245268e-04, 0, 6.902976e-02, 2.536862e-05, 8.747799e-07, 7.302467e-01, 1.026225e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.761169, 1.573914e-03, 0.000000, 0.000000 
5.701632e-01, 1.229725e-01, 5.248680e-06, 2.332746e-04, 0, 1.227016e-01, 3.120048e-05, 1.166373e-06, 7.302443e-01, 1.026221e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.719483, 1.505330e-03, 0.000000, 0.000000 
6.436715e-01, 7.350834e-02, 2.915933e-06, 1.402564e-04, 0, 7.333222e-02, 3.149208e-05, 1.457967e-06, 7.302431e-01, 1.026221e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.717968, 1.528223e-03, 0.000000, 0.000000 
7.183238e-01, 7.465226e-02, 5.540273e-06, 2.297755e-04, 0, 7.438662e-02, 2.915933e-05, 1.166373e-06, 7.302408e-01, 1.026217e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.711891, 1.510525e-03, 0.000000, 0.000000 
7.880846e-01, 6.976078e-02, 4.373900e-06, 2.128631e-04, 0, 6.951439e-02, 2.799296e-05, 1.166373e-06, 7.302386e-01, 1.026214e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.714786, 1.500011e-03, 0.000000, 0.000000 
8.657557e-01, 7.767113e-02, 4.665493e-06, 1.851617e-04, 0, 7.744951e-02, 3.032570e-05, 1.457967e-06, 7.302364e-01, 1.026210e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.824101, 1.642143e-03, 0.284153, 0.000000 
9.407235e-01, 7.496776e-02, 4.665493e-06, 2.032405e-04, 0, 7.469017e-02, 6.706646e-05, 2.624340e-06, 7.302341e-01, 1.026206e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.726973, 1.498506e-03, 0.000000, 0.000000 
1.011794e+00, 7.107091e-02, 4.665493e-06, 2.192782e-04, 0, 7.081693e-02, 2.886774e-05, 1.166373e-06, 7.302312e-01, 1.026201e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.714970, 1.513120e-03, 0.000000, 0.000000 
1.080963e+00, 6.916827e-02, 4.665493e-06, 2.081976e-04, 0, 6.892595e-02, 2.828455e-05, 1.166373e-06, 7.302290e-01, 1.026197e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.772538, 1.588344e-03, 0.000000, 0.000000 
1.152845e+00, 7.188212e-02, 5.248680e-06, 2.219025e-04, 0, 7.162494e-02, 2.886774e-05, 1.166373e-06, 7.302266e-01, 1.026193e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.712387, 1.529261e-03, 0.000000, 0.000000 
1.218634e+00, 6.578899e-02, 4.957086e-06, 2.146127e-04, 0, 6.554055e-02, 2.770136e-05, 1.166373e-06, 7.302243e-01, 1.026189e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.704284, 1.542020e-03, 0.000000, 0.000000 
1.292200e+00, 7.356608e-02, 4.082306e-06, 2.111136e-04, 0, 7.332026e-02, 2.945092e-05, 1.166373e-06, 7.302221e-01, 1.026186e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.700589, 1.507263e-03, 0.000000, 0.000000 
1.369649e+00, 7.744893e-02, 3.499120e-06, 1.341329e-04, 0, 7.728156e-02, 2.857614e-05, 1.166373e-06, 7.302199e-01, 1.026182e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.727996, 1.506192e-03, 0.000000, 0.000000 
1.440902e+00, 7.125287e-02, 4.082306e-06, 2.428972e-04, 0, 7.097585e-02, 2.886774e-05, 1.166373e-06, 7.302170e-01, 1.026177e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.725762, 1.500737e-03, 0.000000, 0.000000 
1.511902e+00, 7.100005e-02, 4.665493e-06, 2.361906e-04, 0, 7.072916e-02, 2.886774e-05, 1.166373e-06, 7.302141e-01, 1.026172e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.834735, 1.690990e-03, 0.000000, 0.000000 
1.585394e+00, 7.349259e-02, 3.499120e-06, 2.207361e-04, 0, 7.323716e-02, 3.003411e-05, 1.166373e-06, 7.302119e-01, 1.026168e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.713622, 1.502102e-03, 0.284153, 0.000000 
1.669136e+00, 8.374181e-02, 4.957086e-06, 2.172370e-04, 0, 8.348725e-02, 3.090889e-05, 1.457967e-06, 7.302096e-01, 1.026165e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.724572, 1.498463e-03, 0.000000, 0.000000 
1.736436e+00, 6.729974e-02, 4.957086e-06, 2.210277e-04, 0, 6.704051e-02, 3.207526e-05, 1.166373e-06, 7.302067e-01, 1.026160e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.729472, 1.537276e-03, 0.000000, 0.000000 
1.809250e+00, 7.281376e-02, 4.957086e-06, 2.195698e-04, 0, 7.256037e-02, 2.799296e-05, 8.747799e-07, 7.302039e-01, 1.026155e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.721104, 1.507466e-03, 0.000000, 0.000000 
1.880777e+00, 7.152696e-02, 4.665493e-06, 2.353158e-04, 0, 7.125753e-02, 2.857614e-05, 8.747799e-07, 7.302016e-01, 1.026151e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.736257, 1.537639e-03, 0.000000, 0.000000 
1.949316e+00, 6.853959e-02, 3.790713e-06, 2.119883e-04, 0, 6.829436e-02, 2.828455e-05, 1.166373e-06, 7.301987e-01, 1.026146e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.720203, 1.496842e-03, 0.000000, 0.000000 
2.049484e+00, 1.001678e-01, 4.665493e-06, 2.131547e-04, 0, 9.991649e-02, 3.236686e-05, 1.166373e-06, 7.301959e-01, 1.026141e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.729172, 1.563813e-03, 0.000000, 0.000000 
2.116641e+00, 6.715715e-02, 4.665493e-06, 2.029489e-04, 0, 6.691950e-02, 2.886774e-05, 1.166373e-06, 7.301960e-01, 1.026141e-03, 0.000000e+00, 0.000000, 1.000000e-05, 0, 0.704164, 1.536542e-03, 0.000000, 0.000000 
