TRM WS=0, MS=2, TRMstep=0: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=20, lr=10.000000, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=0 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, H_time, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
6.068055e-04, 6.068055e-04, 2.915932e-05, 2.767220e-04, 0, 6.706644e-06, 2.924680e-04, 1.749559e-06, 0, 7.302594e-01, 1.026246e-03, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.720857, 1.058644e-03, 0.330601, 0.000000 
9.558426e-04, 3.490371e-04, 2.653498e-05, 2.673910e-04, 0, 3.499119e-06, 4.898766e-05, 2.624339e-06, 0, 4.418057e-01, 1.289343e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.423059, 1.965124e-04, 0.000000, 0.000000 
1.203405e-03, 2.475626e-04, 1.953675e-05, 2.064480e-04, 0, 1.749559e-06, 1.924515e-05, 5.831864e-07, 0, 4.271386e-01, 1.569041e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.454199, 2.255622e-04, 0.000000, 0.000000 
1.730023e-03, 5.266174e-04, 3.936508e-05, 3.125879e-04, 0, 2.624339e-06, 5.511112e-05, 1.169289e-04, 0, 4.032941e-01, 1.659371e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.406427, 1.643975e-04, 0.000000, 0.000000 
2.147292e-03, 4.172699e-04, 3.090888e-05, 3.423304e-04, 0, 2.332746e-06, 4.111464e-05, 5.831864e-07, 0, 3.819926e-01, 1.257705e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.398915, 1.363176e-04, 0.000000, 0.000000 
2.773926e-03, 6.266338e-04, 3.382481e-05, 3.420388e-04, 0, 2.624339e-06, 2.461047e-04, 2.041153e-06, 0, 3.688896e-01, 1.258661e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.394610, 2.625445e-04, 0.000000, 0.000000 
3.296753e-03, 5.228266e-04, 3.178366e-05, 3.187114e-04, 0, 2.041153e-06, 1.691241e-04, 1.166373e-06, 0, 3.721739e-01, 2.032312e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.392454, 2.760802e-04, 0.000000, 0.000000 
3.721896e-03, 4.251429e-04, 3.790712e-05, 3.583681e-04, 0, 2.915932e-06, 2.507702e-05, 8.747797e-07, 0, 3.486502e-01, 1.343474e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.319204, 1.737490e-04, 0.000000, 0.000000 
4.076182e-03, 3.542858e-04, 3.469959e-05, 2.974251e-04, 0, 1.749559e-06, 1.982834e-05, 5.831864e-07, 0, 3.282560e-01, 1.160039e-04, 0.000000e+00, 0.000000, 1.000000e+01, 0, 0.354020, 1.830378e-04, 0.000000, 0.000000 
