TRM WS=0, MS=2, TRMstep=1: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=100, lr=1.000000, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=1 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
2.228452e-01, 2.228452e-01, 2.309419e-04, 5.782295e-04, 0, 2.205982e-01, 8.056723e-04, 6.321743e-04, 7.302594e-01, 1.026246e-03, 7.280506e-01, -0.237794, 1.000000e+00, 1, 0.736083, 1.031007e-03, 0.306011, 0.000000 
4.200906e-01, 1.972454e-01, 5.102883e-05, 4.939591e-04, 0, 1.955285e-01, 8.322073e-04, 3.397062e-04, 5.562762e-01, 8.266431e-04, 6.770813e-01, -0.195587, 1.000000e+00, 1, 0.554609, 8.233351e-04, 0.000000, 0.000000 
5.938306e-01, 1.737400e-01, 6.998239e-05, 5.896017e-04, 0, 1.718578e-01, 8.613666e-04, 3.612841e-04, 4.254728e-01, 3.352196e-04, 6.489418e-01, -0.073475, 1.000000e+00, 1, 0.428093, 3.532726e-04, 0.000000, 0.000000 
7.806093e-01, 1.867786e-01, 6.327575e-05, 6.450044e-04, 0, 1.847675e-01, 8.686565e-04, 4.341824e-04, 3.823481e-01, 1.924052e-04, 8.372662e-01, -0.050217, 2.000000e+00, 1, 0.391316, 1.873975e-04, 0.000000, 0.000000 
9.634237e-01, 1.828144e-01, 6.502531e-05, 6.155535e-04, 0, 1.809911e-01, 8.797370e-04, 2.630172e-04, 3.388342e-01, 1.683307e-04, 3.262014e-01, -0.134955, 2.000000e+00, 1, 0.335056, 1.962307e-04, 0.000000, 0.000000 
1.154572e+00, 1.911485e-01, 5.015405e-05, 7.152784e-04, 0, 1.892131e-01, 8.756547e-04, 2.942176e-04, 3.010064e-01, 2.974471e-04, 2.265319e-01, -0.175382, 2.000000e+00, 1, 0.297300, 2.848719e-04, 0.000000, 0.000000 
1.393619e+00, 2.390473e-01, 9.680898e-05, 6.598757e-04, 0, 2.369120e-01, 1.083269e-03, 2.953840e-04, 2.660012e-01, 2.360189e-04, 3.766843e-01, -0.089111, 2.000000e+00, 1, 0.266559, 2.488608e-04, 0.000000, 0.000000 
1.625517e+00, 2.318972e-01, 6.502531e-05, 6.423801e-04, 0, 2.298965e-01, 9.975407e-04, 2.956756e-04, 2.335231e-01, 2.024717e-04, 1.825696e-01, -0.070777, 1.000000e+00, 1, 0.231806, 2.385495e-04, 0.000000, 0.000000 
1.835559e+00, 2.100428e-01, 7.114877e-05, 6.082636e-04, 0, 2.076698e-01, 1.306338e-03, 3.872359e-04, 2.335231e-01, 2.024717e-04, 8.987546e-01, -0.044651, 2.000000e+00, 1, 0.246957, 1.883875e-04, 0.000000, 0.000000 
2.037628e+00, 2.020689e-01, 6.444212e-05, 6.735805e-04, 0, 1.999607e-01, 1.106305e-03, 2.638919e-04, 2.011668e-01, 1.482532e-04, 5.602067e-01, -0.064586, 2.000000e+00, 1, 0.194773, 1.723464e-04, 0.000000, 0.000000 
