TRM WS=0, MS=2, TRMstep=1: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=50, lr=1.000000, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=1 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
1.856513e-01, 1.856513e-01, 7.009903e-04, 1.357367e-03, 0, 1.723109e-01, 4.011158e-03, 7.270879e-03, 7.302594e-01, 1.026246e-03, 7.233504e-01, -0.227696, 1.000000e+00, 1, 0.731644, 1.035601e-03, 0.306011, 0.000000 
3.438833e-01, 1.582319e-01, 1.504621e-04, 5.831866e-04, 0, 1.528404e-01, 1.143046e-03, 3.514866e-03, 5.690284e-01, 8.851105e-04, 7.121153e-01, -0.211881, 1.000000e+00, 1, 0.574718, 8.813169e-04, 0.000000, 0.000000 
4.877665e-01, 1.438832e-01, 1.000165e-04, 5.858110e-04, 0, 1.411431e-01, 8.243343e-04, 1.229941e-03, 4.211592e-01, 2.970801e-04, 8.600806e-01, -0.055860, 2.000000e+00, 1, 0.420906, 2.865807e-04, 0.000000, 0.000000 
6.310624e-01, 1.432959e-01, 1.387984e-04, 5.592760e-04, 0, 1.411807e-01, 9.205601e-04, 4.965834e-04, 3.725996e-01, 1.662439e-04, 3.890046e-01, -0.217401, 2.000000e+00, 1, 0.345877, 4.191201e-04, 0.000000, 0.000000 
7.862478e-01, 1.551854e-01, 1.589184e-04, 6.175946e-04, 0, 1.527141e-01, 7.776793e-04, 9.170609e-04, 3.587804e-01, 5.540370e-04, 5.312268e-02, -0.310691, 1.000000e+00, 1, 0.343501, 5.377803e-04, 0.000000, 0.000000 
9.598616e-01, 1.736138e-01, 1.720401e-04, 5.852278e-04, 0, 1.715849e-01, 8.765295e-04, 3.951089e-04, 3.587804e-01, 5.540370e-04, 5.995359e-01, -0.096641, 1.000000e+00, 1, 0.350525, 5.395241e-04, 0.000000, 0.000000 
1.121137e+00, 1.612756e-01, 1.452135e-04, 4.715064e-04, 0, 1.592371e-01, 9.395136e-04, 4.822953e-04, 2.991360e-01, 1.824294e-04, 9.110590e-01, -0.058415, 2.000000e+00, 1, 0.330985, 3.951693e-04, 0.000000, 0.000000 
1.255421e+00, 1.342837e-01, 1.294674e-04, 5.382812e-04, 0, 1.324306e-01, 8.890680e-04, 2.962588e-04, 2.894220e-01, 1.996253e-04, -2.815767e-02, -0.171084, 1.000000e+00, 1, 0.259611, 2.345714e-04, 0.000000, 0.000000 
1.395013e+00, 1.395924e-01, 9.564260e-05, 4.260178e-04, 0, 1.376761e-01, 9.109375e-04, 4.837533e-04, 2.894220e-01, 1.996253e-04, 7.397730e-01, -0.046618, 1.000000e+00, 1, 0.270093, 1.613351e-04, 0.000000, 0.000000 
1.537300e+00, 1.422867e-01, 1.358825e-04, 9.494278e-04, 0, 1.397201e-01, 9.619663e-04, 5.193277e-04, 2.485781e-01, 1.546634e-04, 8.056312e-01, -0.065013, 2.000000e+00, 1, 0.234278, 2.529945e-04, 0.000000, 0.000000 
1.743932e+00, 2.066318e-01, 1.784551e-04, 5.756052e-04, 0, 2.041503e-01, 1.278053e-03, 4.493453e-04, 2.142357e-01, 1.763300e-04, 7.913054e-01, -0.061001, 2.000000e+00, 1, 0.181870, 1.514129e-04, 0.784153, 0.000000 
1.907790e+00, 1.638579e-01, 9.330986e-05, 5.222436e-04, 0, 1.613010e-01, 1.448344e-03, 4.930843e-04, 1.671846e-01, 1.341498e-04, 1.976681e-01, -0.099823, 1.000000e+00, 1, 0.163254, 2.039672e-04, 0.000000, 0.000000 
2.058293e+00, 1.505030e-01, 1.536697e-04, 5.549021e-04, 0, 1.481387e-01, 1.003081e-03, 6.525858e-04, 1.671846e-01, 1.341498e-04, 8.040862e-01, -0.039830, 2.000000e+00, 1, 0.202335, 1.833690e-04, 0.000000, 0.000000 
2.270653e+00, 2.123598e-01, 9.972491e-05, 4.872524e-04, 0, 2.099918e-01, 1.335206e-03, 4.458462e-04, 1.439607e-01, 1.148210e-04, 7.484315e-01, -0.052680, 2.000000e+00, 1, 0.125728, 1.506823e-04, 0.000000, 0.000000 
2.406814e+00, 1.361618e-01, 4.782130e-05, 4.919179e-04, 0, 1.343382e-01, 8.645742e-04, 4.193112e-04, 1.202890e-01, 1.818368e-04, -2.428841e-02, -0.114454, 1.000000e+00, 1, 0.141603, 2.126709e-04, 0.000000, 0.000000 
2.541532e+00, 1.347173e-01, 9.476782e-05, 4.694652e-04, 0, 1.329106e-01, 8.765295e-04, 3.659496e-04, 1.202890e-01, 1.818368e-04, 2.038845e-01, -0.057242, 1.000000e+00, 1, 0.141285, 2.343369e-04, 0.000000, 0.000000 
2.678015e+00, 1.364829e-01, 9.535101e-05, 3.729478e-04, 0, 1.347386e-01, 9.065636e-04, 3.694487e-04, 1.270594e-01, 2.306126e-04, -4.739323e-02, -0.077802, 5.000000e-01, 1, 0.125323, 2.294976e-04, 0.000000, 0.000000 
2.819486e+00, 1.414714e-01, 1.688325e-04, 4.954170e-04, 0, 1.398079e-01, 7.179027e-04, 2.813875e-04, 1.270594e-01, 2.306126e-04, 5.034521e-01, -0.035492, 5.000000e-01, 1, 0.133304, 2.223704e-04, 0.000000, 0.000000 
2.962672e+00, 1.431860e-01, 9.739216e-05, 4.111466e-04, 0, 1.411134e-01, 1.170164e-03, 3.939426e-04, 1.031927e-01, 8.265158e-05, 9.610459e-01, -0.012678, 1.000000e+00, 1, 0.110171, 1.013304e-04, 0.000000, 0.000000 
3.113380e+00, 1.507077e-01, 1.670830e-04, 5.269091e-04, 0, 1.486551e-01, 9.062720e-04, 4.522612e-04, 9.642764e-02, 1.018600e-04, 8.487624e-01, -0.027761, 2.000000e+00, 1, 0.097825, 1.487521e-04, 0.000000, 0.000000 
3.291262e+00, 1.778824e-01, 1.352993e-04, 6.566681e-04, 0, 1.752849e-01, 1.332290e-03, 4.732559e-04, 8.088235e-02, 9.361736e-05, 8.021345e-01, -0.033592, 4.000000e+00, 1, 0.074234, 8.140935e-05, 0.923497, 0.000000 
3.443012e+00, 1.517495e-01, 1.032240e-04, 5.041648e-04, 0, 1.495772e-01, 1.083852e-03, 4.811290e-04, 6.309306e-02, 1.057818e-04, -1.743087e-01, -0.206797, 2.000000e+00, 1, 0.089086, 2.708229e-04, 0.000000, 0.000000 
3.619977e+00, 1.769651e-01, 5.365317e-05, 5.805623e-04, 0, 1.748466e-01, 1.132840e-03, 3.513699e-04, 6.309306e-02, 1.057818e-04, 1.324284e-01, -0.052150, 1.000000e+00, 1, 0.081164, 1.595646e-04, 0.000000, 0.000000 
3.775010e+00, 1.550332e-01, 1.253851e-04, 4.863776e-04, 0, 1.525625e-01, 1.356784e-03, 5.021237e-04, 6.309306e-02, 1.057818e-04, 9.811813e-01, -0.018175, 2.000000e+00, 1, 0.046307, 9.929903e-05, 0.000000, 0.000000 
3.938006e+00, 1.629957e-01, 1.236356e-04, 5.732724e-04, 0, 1.608023e-01, 1.037197e-03, 4.592595e-04, 5.458199e-02, 4.626231e-05, 1.112485e-01, -0.040433, 1.000000e+00, 1, 0.073330, 6.485962e-05, 0.000000, 0.000000 
4.097000e+00, 1.589947e-01, 1.455051e-04, 6.345070e-04, 0, 1.566425e-01, 1.121468e-03, 4.508033e-04, 5.458199e-02, 4.626231e-05, 8.137279e-01, -0.020489, 2.000000e+00, 1, 0.067092, 1.668153e-04, 0.000000, 0.000000 
4.247819e+00, 1.508185e-01, 1.116802e-04, 4.755887e-04, 0, 1.487015e-01, 1.083561e-03, 4.461378e-04, 5.751283e-02, 1.651168e-04, 2.733965e-01, -0.047806, 2.000000e+00, 1, 0.055169, 1.671329e-04, 0.000000, 0.000000 
4.393796e+00, 1.459769e-01, 1.029324e-04, 6.697898e-04, 0, 1.437514e-01, 1.075688e-03, 3.770301e-04, 5.131062e-02, 9.533001e-05, 1.875063e-01, -0.072541, 1.000000e+00, 1, 0.063435, 2.199438e-04, 0.000000, 0.000000 
4.543242e+00, 1.494465e-01, 1.075979e-04, 4.420555e-04, 0, 1.471441e-01, 1.264349e-03, 4.884188e-04, 5.131062e-02, 9.533001e-05, 7.956767e-01, -0.023401, 1.000000e+00, 1, 0.060611, 1.628990e-04, 0.000000, 0.000000 
4.685643e+00, 1.424013e-01, 1.040988e-04, 4.767551e-04, 0, 1.400738e-01, 1.197282e-03, 5.493618e-04, 4.323994e-02, 1.042592e-04, 8.748731e-01, -0.021577, 2.000000e+00, 1, 0.050774, 7.570099e-05, 0.000000, 0.000000 
4.833015e+00, 1.473713e-01, 1.533781e-04, 4.860860e-04, 0, 1.454532e-01, 8.680733e-04, 4.105634e-04, 3.788696e-02, 1.564170e-04, 6.921173e-02, -0.133247, 1.000000e+00, 1, 0.051646, 2.513343e-04, 0.986339, 0.000000 
4.972937e+00, 1.399219e-01, 2.417309e-04, 5.473206e-04, 0, 1.374192e-01, 1.106597e-03, 6.070973e-04, 3.788696e-02, 1.564170e-04, 2.617575e-01, -0.025440, 1.000000e+00, 1, 0.037656, 1.655879e-04, 0.000000, 0.000000 
5.284096e+00, 1.555796e-01, 2.598096e-04, 4.420555e-04, 0, 1.533005e-01, 1.089684e-03, 4.875440e-04, 3.841975e-02, 2.466070e-04, 3.218363e-01, -0.026245, 1.000000e+00, 1, 0.049672, 1.699288e-04, 0.972678, 0.000000  
0.972678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ,0
