TRM WS=0, MS=2, TRMstep=0: ub=0.800000, lb=0.200000, grow=2.000000,shrink=0.500000, b_w=0,b_m=30, lr=0.100000, lambda=1.000000e-10, n=406, n0=33, n1=10, n2=6, sub_tol=0.001000, sub_maxit=1000, tol=1.000000e-08, m=366 , altern=0 
time, iter_t, subset_m_time, g_time, subset_w_time, p1_time, t2, t3, H_time, total error, total gmag, rho, sigma, gamma, step, approx error, approx gmag, train accuracy, test accuracy 
3.864718e-02, 3.864718e-02, 3.120047e-05, 4.904598e-04, 0, 3.800276e-02, 1.215944e-04, 1.166373e-06, 0, 7.302594e-01, 1.026246e-03, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.731003, 1.061856e-03, 0.284153, 0.000000 
7.594137e-02, 3.729419e-02, 4.548854e-05, 3.283340e-04, 0, 3.690083e-02, 1.866197e-05, 8.747797e-07, 0, 7.299504e-01, 1.017249e-03, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.739349, 1.025514e-03, 0.000000, 0.000000 
1.093425e-01, 3.340113e-02, 3.674075e-05, 3.382481e-04, 0, 3.300135e-02, 2.391064e-05, 8.747797e-07, 0, 7.296456e-01, 1.009222e-03, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.731267, 1.045665e-03, 0.000000, 0.000000 
1.436811e-01, 3.433860e-02, 4.111464e-05, 3.545774e-04, 0, 3.391987e-02, 2.216108e-05, 8.747797e-07, 0, 7.293429e-01, 1.002245e-03, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.730015, 9.998120e-04, 0.000000, 0.000000 
1.761751e-01, 3.249398e-02, 4.752970e-05, 3.758637e-04, 0, 3.204726e-02, 2.245268e-05, 8.747797e-07, 0, 7.290390e-01, 9.962906e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.728044, 1.008864e-03, 0.000000, 0.000000 
2.086854e-01, 3.251031e-02, 4.111464e-05, 3.499119e-04, 0, 3.209392e-02, 2.420224e-05, 1.166373e-06, 0, 7.287326e-01, 9.912645e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.728096, 1.000863e-03, 0.000000, 0.000000 
2.472734e-01, 3.858799e-02, 5.102881e-05, 4.720894e-04, 0, 3.803280e-02, 3.120047e-05, 8.747797e-07, 0, 7.284225e-01, 9.870294e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.721782, 1.000877e-03, 0.000000, 0.000000 
2.795148e-01, 3.224146e-02, 3.207525e-05, 2.950923e-04, 0, 3.189126e-02, 2.216108e-05, 8.747797e-07, 0, 7.281085e-01, 9.834390e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.727643, 9.905344e-04, 0.000000, 0.000000 
3.126716e-01, 3.315677e-02, 2.799295e-05, 2.848866e-04, 0, 3.281619e-02, 2.653498e-05, 1.166373e-06, 0, 7.277903e-01, 9.803550e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.725700, 1.009251e-03, 0.000000, 0.000000 
3.504991e-01, 3.782751e-02, 3.120047e-05, 3.175450e-04, 0, 3.745632e-02, 2.157790e-05, 8.747797e-07, 0, 7.274684e-01, 9.776596e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.727620, 9.952195e-04, 0.000000, 0.000000 
3.824933e-01, 3.199419e-02, 3.149207e-05, 2.662246e-04, 0, 3.158013e-02, 2.128631e-05, 9.505939e-05, 0, 7.271431e-01, 9.752556e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.723008, 1.015620e-03, 0.221311, 0.000000 
4.157029e-01, 3.320955e-02, 2.624339e-05, 2.563104e-04, 0, 3.290309e-02, 2.274427e-05, 1.166373e-06, 0, 7.268150e-01, 9.730687e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.727979, 9.814432e-04, 0.000000, 0.000000 
4.495621e-01, 3.385922e-02, 2.682658e-05, 2.703069e-04, 0, 3.344020e-02, 1.210112e-04, 8.747797e-07, 0, 7.264843e-01, 9.710401e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.727232, 9.814081e-04, 0.000000, 0.000000 
4.822217e-01, 3.265961e-02, 2.711817e-05, 2.939260e-04, 0, 3.224088e-02, 9.680895e-05, 8.747797e-07, 0, 7.261517e-01, 9.691282e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.724000, 9.915899e-04, 0.000000, 0.000000 
5.226027e-01, 4.038100e-02, 4.257261e-05, 3.321247e-04, 0, 3.998560e-02, 1.982834e-05, 8.747797e-07, 0, 7.258177e-01, 9.673020e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.728416, 9.888300e-04, 0.000000, 0.000000 
5.597473e-01, 3.714460e-02, 3.207525e-05, 3.152123e-04, 0, 3.677457e-02, 2.186949e-05, 8.747797e-07, 0, 7.254826e-01, 9.655384e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.716512, 9.676134e-04, 0.000000, 0.000000 
5.930143e-01, 3.326700e-02, 2.799295e-05, 2.700153e-04, 0, 3.294887e-02, 1.924515e-05, 8.747797e-07, 0, 7.251467e-01, 9.638204e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.723715, 9.820751e-04, 0.000000, 0.000000 
6.299784e-01, 3.696411e-02, 4.198942e-05, 3.461212e-04, 0, 3.654625e-02, 2.857614e-05, 1.166373e-06, 0, 7.248104e-01, 9.621372e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.726325, 9.902488e-04, 0.000000, 0.000000 
6.631241e-01, 3.314569e-02, 3.674075e-05, 3.601176e-04, 0, 3.272580e-02, 2.216108e-05, 8.747797e-07, 0, 7.244739e-01, 9.604800e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.722837, 9.704139e-04, 0.000000, 0.000000 
6.963821e-01, 3.325796e-02, 4.198942e-05, 3.201694e-04, 0, 3.287101e-02, 2.391064e-05, 8.747797e-07, 0, 7.241373e-01, 9.588420e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.728733, 9.656771e-04, 0.000000, 0.000000 
7.295275e-01, 3.314540e-02, 3.236685e-05, 5.706479e-04, 0, 3.251993e-02, 2.157790e-05, 8.747797e-07, 0, 7.238009e-01, 9.572191e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.716805, 1.017396e-03, 0.207650, 0.000000 
7.614689e-01, 3.194141e-02, 3.703234e-05, 5.344904e-04, 0, 3.135006e-02, 1.895356e-05, 8.747797e-07, 0, 7.234652e-01, 9.556097e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.722330, 9.679628e-04, 0.000000, 0.000000 
7.958541e-01, 3.438526e-02, 3.674075e-05, 3.324163e-04, 0, 3.399277e-02, 2.216108e-05, 1.166373e-06, 0, 7.231296e-01, 9.540088e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.720733, 9.561220e-04, 0.000000, 0.000000 
8.296136e-01, 3.375950e-02, 3.120047e-05, 3.671159e-04, 0, 3.333756e-02, 2.274427e-05, 8.747797e-07, 0, 7.227945e-01, 9.524156e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.716011, 9.783994e-04, 0.000000, 0.000000 
8.615571e-01, 3.194345e-02, 2.886773e-05, 2.991746e-04, 0, 3.159267e-02, 2.186949e-05, 8.747797e-07, 0, 7.224601e-01, 9.508299e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.720582, 9.808517e-04, 0.000000, 0.000000 
9.029365e-01, 4.137941e-02, 1.288842e-04, 2.732228e-04, 0, 4.095310e-02, 2.303586e-05, 1.166373e-06, 0, 7.221265e-01, 9.492503e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.722815, 9.398905e-04, 0.000000, 0.000000 
9.361393e-01, 3.320285e-02, 1.242187e-04, 3.114216e-04, 0, 3.274359e-02, 2.245268e-05, 1.166373e-06, 0, 7.217934e-01, 9.476749e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.715726, 1.000037e-03, 0.000000, 0.000000 
9.695454e-01, 3.340609e-02, 1.358824e-04, 3.061729e-04, 0, 3.294479e-02, 1.837037e-05, 8.747797e-07, 0, 7.214615e-01, 9.461059e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.716110, 9.658683e-04, 0.000000, 0.000000 
1.003819e+00, 3.427387e-02, 2.105303e-04, 3.755721e-04, 0, 3.366356e-02, 2.303586e-05, 1.166373e-06, 0, 7.211302e-01, 9.445406e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.726573, 9.611539e-04, 0.000000, 0.000000 
1.041049e+00, 3.722946e-02, 3.120047e-05, 3.764468e-04, 0, 3.680256e-02, 1.837037e-05, 8.747797e-07, 0, 7.207998e-01, 9.429793e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.715612, 1.022385e-03, 0.000000, 0.000000 
1.083275e+00, 4.222620e-02, 3.732393e-05, 3.017990e-04, 0, 4.183196e-02, 5.277837e-05, 2.332746e-06, 0, 7.204706e-01, 9.414237e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.736025, 9.932802e-04, 0.207650, 0.000000 
1.120614e+00, 3.733939e-02, 3.032570e-05, 3.974416e-04, 0, 3.687371e-02, 3.644915e-05, 1.457966e-06, 0, 7.201422e-01, 9.398711e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.718326, 9.567829e-04, 0.000000, 0.000000 
1.155605e+00, 3.499031e-02, 2.245268e-05, 3.318331e-04, 0, 3.461474e-02, 2.041153e-05, 8.747797e-07, 0, 7.198145e-01, 9.383213e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.707296, 9.425254e-04, 0.000000, 0.000000 
1.189932e+00, 3.432752e-02, 3.236685e-05, 3.799460e-04, 0, 3.389101e-02, 2.303586e-05, 1.166373e-06, 0, 7.194876e-01, 9.367749e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.707199, 1.027132e-03, 0.000000, 0.000000 
1.222635e+00, 3.270247e-02, 3.032570e-05, 2.860530e-04, 0, 3.236247e-02, 2.245268e-05, 1.166373e-06, 0, 7.191622e-01, 9.352341e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.725376, 9.380766e-04, 0.000000, 0.000000 
1.256105e+00, 3.346994e-02, 4.228102e-05, 3.382481e-04, 0, 3.306376e-02, 2.478542e-05, 8.747797e-07, 0, 7.188373e-01, 9.336947e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.712412, 9.512491e-04, 0.000000, 0.000000 
1.299474e+00, 4.336924e-02, 3.440800e-05, 2.936344e-04, 0, 4.301816e-02, 2.186949e-05, 1.166373e-06, 0, 7.185135e-01, 9.321593e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.722481, 9.938478e-04, 0.000000, 0.000000 
1.331711e+00, 3.223709e-02, 3.586597e-05, 3.198778e-04, 0, 3.185860e-02, 2.186949e-05, 8.747797e-07, 0, 7.181908e-01, 9.306284e-04, 0.000000e+00, 0.000000, 1.000000e-01, 0, 0.717729, 9.451229e-04, 0.000000, 0.000000 
